Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Bacteriophage sp.		isolate: 3682_23644	38018	ASM2996726v1	GCA_029967265.1	GenBank		Complete Genome	43479	43479	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3645_70769	38018	ASM2996727v1	GCA_029967275.1	GenBank		Complete Genome	94663	94663	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3585_15716	38018	ASM2996728v1	GCA_029967285.1	GenBank		Complete Genome	93686	93686	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3578_10704	38018	ASM2996729v1	GCA_029967295.1	GenBank		Complete Genome	42991	42991	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3550_89432	38018	ASM2996730v1	GCA_029967305.1	GenBank		Complete Genome	72789	72789	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3545_29082	38018	ASM2996731v1	GCA_029967315.1	GenBank		Complete Genome	39214	39214	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3535_107662	38018	ASM2996732v1	GCA_029967325.1	GenBank		Complete Genome	92134	92134	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3482_34850	38018	ASM2996733v1	GCA_029967335.1	GenBank		Complete Genome	71889	71889	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3418_54862	38018	ASM2996734v1	GCA_029967345.1	GenBank		Complete Genome	56642	56642	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3411_58677	38018	ASM2996735v1	GCA_029967355.1	GenBank		Complete Genome	71676	71676	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3405_6297	38018	ASM2996736v1	GCA_029967365.1	GenBank		Complete Genome	96428	96428	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3380_64318	38018	ASM2996737v1	GCA_029967375.1	GenBank		Complete Genome	68610	68610	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3274_52560	38018	ASM2996738v1	GCA_029967385.1	GenBank		Complete Genome	71902	71902	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3272_40948	38018	ASM2996739v1	GCA_029967395.1	GenBank		Complete Genome	71224	71224	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3035_24275	38018	ASM2996740v1	GCA_029967405.1	GenBank		Complete Genome	71435	71435	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3009_103272	38018	ASM2996741v1	GCA_029967415.1	GenBank		Complete Genome	95392	95392	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2977_52427	38018	ASM2996742v1	GCA_029967425.1	GenBank		Complete Genome	10928	10928	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2890_62338	38018	ASM2996743v1	GCA_029967435.1	GenBank		Complete Genome	109891	109891	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2871_56602	38018	ASM2996744v1	GCA_029967445.1	GenBank		Complete Genome	33635	33635	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2865_8068	38018	ASM2996745v1	GCA_029967455.1	GenBank		Complete Genome	58402	58402	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2124_1900	38018	ASM2996746v1	GCA_029967465.1	GenBank		Complete Genome	49082	49082	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2022_58888	38018	ASM2996747v1	GCA_029967475.1	GenBank		Complete Genome	30380	30380	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2014_63002	38018	ASM2996748v1	GCA_029967485.1	GenBank		Complete Genome	57224	57224	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 1986_13884	38018	ASM2996749v1	GCA_029967495.1	GenBank		Complete Genome	77622	77622	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 1982_15980	38018	ASM2996750v1	GCA_029967505.1	GenBank		Complete Genome	85863	85863	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: PF-P050_93161	38018	ASM2996751v1	GCA_029967515.1	GenBank		Complete Genome	92277	92277	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: PF-P023_55175	38018	ASM2996752v1	GCA_029967525.1	GenBank		Complete Genome	76942	76942	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: PF-P005_24503	38018	ASM2996753v1	GCA_029967535.1	GenBank		Complete Genome	78116	78116	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4338_33038	38018	ASM2996756v1	GCA_029967565.1	GenBank		Complete Genome	70488	70488	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4331_80577	38018	ASM2996762v1	GCA_029967625.1	GenBank		Complete Genome	73907	73907	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4317_8768	38018	ASM2996766v1	GCA_029967665.1	GenBank		Complete Genome	70726	70726	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4274_8347	38018	ASM2996767v1	GCA_029967675.1	GenBank		Complete Genome	41086	41086	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4243_20129	38018	ASM2996769v1	GCA_029967695.1	GenBank		Complete Genome	35713	35713	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4229_70684	38018	ASM2996772v1	GCA_029967725.1	GenBank		Complete Genome	72227	72227	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4226_22885	38018	ASM2996776v1	GCA_029967765.1	GenBank		Complete Genome	76680	76680	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2696_24075	38018	ASM2996778v1	GCA_029967785.1	GenBank		Complete Genome	97796	97796	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2678_14594	38018	ASM2996781v1	GCA_029967815.1	GenBank		Complete Genome	71431	71431	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2650_35736	38018	ASM2996811v1	GCA_029968115.1	GenBank		Complete Genome	95199	95199	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2619_38465	38018	ASM2996812v1	GCA_029968125.1	GenBank		Complete Genome	62903	62903	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2595_89953	38018	ASM2996813v1	GCA_029968135.1	GenBank		Complete Genome	56677	56677	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2585_38948	38018	ASM2996814v1	GCA_029968145.1	GenBank		Complete Genome	35683	35683	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2581_28836	38018	ASM2996815v1	GCA_029968155.1	GenBank		Complete Genome	45982	45982	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2549_2455	38018	ASM2996816v1	GCA_029968165.1	GenBank		Complete Genome	37164	37164	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2492_48829	38018	ASM2996817v1	GCA_029968175.1	GenBank		Complete Genome	94241	94241	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2489_52382	38018	ASM2996818v1	GCA_029968185.1	GenBank		Complete Genome	16080	16080	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2472_26473	38018	ASM2996819v1	GCA_029968195.1	GenBank		Complete Genome	96454	96454	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2468_14197	38018	ASM2996820v1	GCA_029968205.1	GenBank		Complete Genome	30537	30537	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2378_57548	38018	ASM2996821v1	GCA_029968215.1	GenBank		Complete Genome	57334	57334	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2364_127140	38018	ASM2996822v1	GCA_029968225.1	GenBank		Complete Genome	35537	35537	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2330_30354	38018	ASM2996823v1	GCA_029968235.1	GenBank		Complete Genome	95102	95102	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2238_16569	38018	ASM2996824v1	GCA_029968245.1	GenBank		Complete Genome	39696	39696	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2224_71641	38018	ASM2996825v1	GCA_029968255.1	GenBank		Complete Genome	36044	36044	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2204_52302	38018	ASM2996826v1	GCA_029968265.1	GenBank		Complete Genome	61127	61127	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2149_9347	38018	ASM2996827v1	GCA_029968275.1	GenBank		Complete Genome	377348	377348	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2143_16362	38018	ASM2996828v1	GCA_029968285.1	GenBank		Complete Genome	70954	70954	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2142_12113	38018	ASM2996829v1	GCA_029968295.1	GenBank		Complete Genome	29517	29517	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1820_14360	38018	ASM2996830v1	GCA_029968305.1	GenBank		Complete Genome	71369	71369	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1810_63034	38018	ASM2996831v1	GCA_029968315.1	GenBank		Complete Genome	29478	29478	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1757_7434	38018	ASM2996832v1	GCA_029968325.1	GenBank		Complete Genome	38441	38441	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1751_5949	38018	ASM2996833v1	GCA_029968335.1	GenBank		Complete Genome	64950	64950	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1716_94738	38018	ASM2996834v1	GCA_029968345.1	GenBank		Complete Genome	95085	95085	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1714_52649	38018	ASM2996835v1	GCA_029968355.1	GenBank		Complete Genome	71780	71780	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1709_4687	38018	ASM2996836v1	GCA_029968365.1	GenBank		Complete Genome	66575	66575	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1707_92516	38018	ASM2996837v1	GCA_029968375.1	GenBank		Complete Genome	71414	71414	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1705_98308	38018	ASM2996838v1	GCA_029968385.1	GenBank		Complete Genome	60446	60446	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1697_68134	38018	ASM2996839v1	GCA_029968395.1	GenBank		Complete Genome	95207	95207	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1694_78939	38018	ASM2996840v1	GCA_029968405.1	GenBank		Complete Genome	95877	95877	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1653_115257	38018	ASM2996841v1	GCA_029968415.1	GenBank		Complete Genome	17115	17115	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1642_88966	38018	ASM2996842v1	GCA_029968425.1	GenBank		Complete Genome	29183	29183	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1594_61917	38018	ASM2996843v1	GCA_029968435.1	GenBank		Complete Genome	39418	39418	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1558_55033	38018	ASM2996844v1	GCA_029968445.1	GenBank		Complete Genome	36155	36155	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1557_70422	38018	ASM2996845v1	GCA_029968455.1	GenBank		Complete Genome	35037	35037	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1531_49331	38018	ASM2996846v1	GCA_029968465.1	GenBank		Complete Genome	66403	66403	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1491_55690	38018	ASM2996847v1	GCA_029968475.1	GenBank		Complete Genome	94939	94939	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1433_45787	38018	ASM2996848v1	GCA_029968485.1	GenBank		Complete Genome	70934	70934	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1432_8376	38018	ASM2996849v1	GCA_029968495.1	GenBank		Complete Genome	40040	40040	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1422_30473	38018	ASM2996850v1	GCA_029968505.1	GenBank		Complete Genome	48547	48547	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1381_9131	38018	ASM2996851v1	GCA_029968515.1	GenBank		Complete Genome	48399	48399	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1314_73879	38018	ASM2996852v1	GCA_029968525.1	GenBank		Complete Genome	39747	39747	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1221_22928	38018	ASM2996853v1	GCA_029968535.1	GenBank		Complete Genome	53166	53166	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1193_58630	38018	ASM2996854v1	GCA_029968545.1	GenBank		Complete Genome	70876	70876	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1178_3915	38018	ASM2996855v1	GCA_029968555.1	GenBank		Complete Genome	26263	26263	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0515_40669	38018	ASM2996856v1	GCA_029968565.1	GenBank		Complete Genome	38843	38843	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0457_26058	38018	ASM2996857v1	GCA_029968575.1	GenBank		Complete Genome	54851	54851	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0444_32988	38018	ASM2996858v1	GCA_029968585.1	GenBank		Complete Genome	62607	62607	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0293_89563	38018	ASM2996859v1	GCA_029968595.1	GenBank		Complete Genome	95983	95983	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0267_55835	38018	ASM2996860v1	GCA_029968605.1	GenBank		Complete Genome	77528	77528	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0261_41232	38018	ASM2996861v1	GCA_029968615.1	GenBank		Complete Genome	72517	72517	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0199_33993	38018	ASM2996862v1	GCA_029968625.1	GenBank		Complete Genome	85436	85436	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0177_6197	38018	ASM2996863v1	GCA_029968635.1	GenBank		Complete Genome	72109	72109	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0172_31350	38018	ASM2996864v1	GCA_029968645.1	GenBank		Complete Genome	39398	39398	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0147_53799	38018	ASM2996865v1	GCA_029968655.1	GenBank		Complete Genome	70741	70741	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0124_7787	38018	ASM2996866v1	GCA_029968665.1	GenBank		Complete Genome	56528	56528	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0056_73911	38018	ASM2996867v1	GCA_029968675.1	GenBank		Complete Genome	38630	38630	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0013_38796	38018	ASM2996868v1	GCA_029968685.1	GenBank		Complete Genome	52545	52545	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1161_68296	38018	ASM2996869v1	GCA_029968695.1	GenBank		Complete Genome	96129	96129	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 1158_73114	38018	ASM2996870v1	GCA_029968705.1	GenBank		Complete Genome	27881	27881	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 1125_122316	38018	ASM2996871v1	GCA_029968715.1	GenBank		Complete Genome	97869	97869	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 1078_68233	38018	ASM2996872v1	GCA_029968725.1	GenBank		Complete Genome	45208	45208	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 1033_149689	38018	ASM2996873v1	GCA_029968735.1	GenBank		Complete Genome	29861	29861	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 1028_44289	38018	ASM2996874v1	GCA_029968745.1	GenBank		Complete Genome	49407	49407	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0990_57770	38018	ASM2996875v1	GCA_029968755.1	GenBank		Complete Genome	96665	96665	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0963_14091	38018	ASM2996876v1	GCA_029968765.1	GenBank		Complete Genome	38837	38837	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0935_86184	38018	ASM2996877v1	GCA_029968775.1	GenBank		Complete Genome	72771	72771	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0908_114703	38018	ASM2996878v1	GCA_029968785.1	GenBank		Complete Genome	30467	30467	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0793_57144	38018	ASM2996879v1	GCA_029968795.1	GenBank		Complete Genome	70796	70796	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0761_64512	38018	ASM2996880v1	GCA_029968805.1	GenBank		Complete Genome	35659	35659	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0725_126750	38018	ASM2996881v1	GCA_029968815.1	GenBank		Complete Genome	35037	35037	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0668_28710	38018	ASM2996882v1	GCA_029968825.1	GenBank		Complete Genome	45178	45178	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 4276_6720	38018	ASM2996883v1	GCA_029968835.1	GenBank		Complete Genome	86006	86006	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 4249_104662	38018	ASM2996884v1	GCA_029968845.1	GenBank		Complete Genome	95743	95743	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 3874_64122	38018	ASM2996885v1	GCA_029968855.1	GenBank		Complete Genome	54552	54552	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 3742_10823	38018	ASM2996886v1	GCA_029968865.1	GenBank		Complete Genome	38836	38836	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 3678_95174	38018	ASM2996887v1	GCA_029968875.1	GenBank		Complete Genome	96084	96084	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 3497_136324	38018	ASM2996888v1	GCA_029968885.1	GenBank		Complete Genome	85676	85676	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 3323_112907	38018	ASM2996889v1	GCA_029968895.1	GenBank		Complete Genome	41282	41282	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 3269_51571	38018	ASM2996890v1	GCA_029968905.1	GenBank		Complete Genome	97268	97268	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 3170_26252	38018	ASM2996891v1	GCA_029968915.1	GenBank		Complete Genome	44026	44026	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 3021_5189	38018	ASM2996892v1	GCA_029968925.1	GenBank		Complete Genome	44752	44752	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 2867_90662	38018	ASM2996893v1	GCA_029968935.1	GenBank		Complete Genome	95949	95949	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 2847_116306	38018	ASM2996894v1	GCA_029968945.1	GenBank		Complete Genome	71339	71339	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 2832_98011	38018	ASM2996895v1	GCA_029968955.1	GenBank		Complete Genome	44038	44038	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 2553_22465	38018	ASM2996896v1	GCA_029968965.1	GenBank		Complete Genome	42542	42542	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 2394_126366	38018	ASM2996897v1	GCA_029968975.1	GenBank		Complete Genome	39806	39806	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 2212_105097	38018	ASM2996898v1	GCA_029968985.1	GenBank		Complete Genome	31364	31364	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 2099_78901	38018	ASM2996899v1	GCA_029968995.1	GenBank		Complete Genome	94812	94812	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 1414_73244	38018	ASM2996900v1	GCA_029969005.1	GenBank		Complete Genome	85348	85348	2022-08-26		PRJNA862966	
Bacteriophage sp.		isolate: 1401_68250	38018	ASM2996901v1	GCA_029969015.1	GenBank		Complete Genome	85185	85185	2022-08-26		PRJNA862966	
Bacteriophage sp.		isolate: 1304_60767	38018	ASM2996902v1	GCA_029969025.1	GenBank		Complete Genome	30362	30362	2022-08-26		PRJNA862966	
Bacteriophage sp.		isolate: 4198_32939	38018	ASM2996903v1	GCA_029969035.1	GenBank		Complete Genome	64693	64693	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 4174_23438	38018	ASM2996904v1	GCA_029969045.1	GenBank		Complete Genome	54590	54590	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 4127_25733	38018	ASM2996905v1	GCA_029969055.1	GenBank		Complete Genome	69708	69708	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 4064_94909	38018	ASM2996906v1	GCA_029969065.1	GenBank		Complete Genome	70542	70542	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 4043_48388	38018	ASM2996907v1	GCA_029969075.1	GenBank		Complete Genome	13663	13663	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 4019_20827	38018	ASM2996908v1	GCA_029969085.1	GenBank		Complete Genome	48393	48393	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3999_90621	38018	ASM2996909v1	GCA_029969095.1	GenBank		Complete Genome	69653	69653	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3977_82682	38018	ASM2996910v1	GCA_029969105.1	GenBank		Complete Genome	73054	73054	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3941_17062	38018	ASM2996911v1	GCA_029969115.1	GenBank		Complete Genome	62554	62554	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3933_11655	38018	ASM2996912v1	GCA_029969125.1	GenBank		Complete Genome	66842	66842	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3930_38204	38018	ASM2996913v1	GCA_029969135.1	GenBank		Complete Genome	64839	64839	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3922_103608	38018	ASM2996914v1	GCA_029969145.1	GenBank		Complete Genome	57020	57020	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3907_71757	38018	ASM2996915v1	GCA_029969155.1	GenBank		Complete Genome	53969	53969	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3898_56421	38018	ASM2996916v1	GCA_029969165.1	GenBank		Complete Genome	49799	49799	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3896_74166	38018	ASM2996917v1	GCA_029969175.1	GenBank		Complete Genome	65977	65977	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3881_62394	38018	ASM2996918v1	GCA_029969185.1	GenBank		Complete Genome	16122	16122	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3851_22074	38018	ASM2996919v1	GCA_029969195.1	GenBank		Complete Genome	67217	67217	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3824_16608	38018	ASM2996920v1	GCA_029969205.1	GenBank		Complete Genome	47676	47676	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3799_31124	38018	ASM2996921v1	GCA_029969215.1	GenBank		Complete Genome	64720	64720	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3793_24360	38018	ASM2996922v1	GCA_029969225.1	GenBank		Complete Genome	66166	66166	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3791_37157	38018	ASM2996923v1	GCA_029969235.1	GenBank		Complete Genome	12979	12979	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3740_16290	38018	ASM2996924v1	GCA_029969245.1	GenBank		Complete Genome	64533	64533	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3695_13957	38018	ASM2996925v1	GCA_029969255.1	GenBank		Complete Genome	44901	44901	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3687_37621	38018	ASM2996926v1	GCA_029969265.1	GenBank		Complete Genome	64156	64156	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3594_90740	38018	ASM2996927v1	GCA_029969275.1	GenBank		Complete Genome	66878	66878	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3556_60220	38018	ASM2996928v1	GCA_029969285.1	GenBank		Complete Genome	97823	97823	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3540_54640	38018	ASM2996929v1	GCA_029969295.1	GenBank		Complete Genome	64147	64147	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3511_51737	38018	ASM2996930v1	GCA_029969305.1	GenBank		Complete Genome	63274	63274	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3460_40449	38018	ASM2996931v1	GCA_029969315.1	GenBank		Complete Genome	70541	70541	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3455_63590	38018	ASM2996932v1	GCA_029969325.1	GenBank		Complete Genome	68211	68211	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3452_15762	38018	ASM2996933v1	GCA_029969335.1	GenBank		Complete Genome	49108	49108	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3423_45540	38018	ASM2996934v1	GCA_029969345.1	GenBank		Complete Genome	125923	125923	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3412_47814	38018	ASM2996935v1	GCA_029969355.1	GenBank		Complete Genome	67012	67012	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3397_86685	38018	ASM2996936v1	GCA_029969365.1	GenBank		Complete Genome	56364	56364	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3396_86465	38018	ASM2996937v1	GCA_029969375.1	GenBank		Complete Genome	62548	62548	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3378_28729	38018	ASM2996938v1	GCA_029969385.1	GenBank		Complete Genome	94490	94490	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3315_47217	38018	ASM2996939v1	GCA_029969395.1	GenBank		Complete Genome	71076	71076	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3277_22802	38018	ASM2996940v1	GCA_029969405.1	GenBank		Complete Genome	89693	89693	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3276_102241	38018	ASM2996941v1	GCA_029969415.1	GenBank		Complete Genome	146838	146838	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3253_10036	38018	ASM2996942v1	GCA_029969425.1	GenBank		Complete Genome	98411	98411	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3023_38542	38018	ASM2996943v1	GCA_029969435.1	GenBank		Complete Genome	177046	177046	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2959_55556	38018	ASM2996944v1	GCA_029969445.1	GenBank		Complete Genome	92313	92313	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2936_76406	38018	ASM2996945v1	GCA_029969455.1	GenBank		Complete Genome	43997	43997	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2884_26935	38018	ASM2996946v1	GCA_029969465.1	GenBank		Complete Genome	85223	85223	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2876_66751	38018	ASM2996947v1	GCA_029969475.1	GenBank		Complete Genome	155188	155188	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2837_82956	38018	ASM2996948v1	GCA_029969485.1	GenBank		Complete Genome	63151	63151	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2830_69917	38018	ASM2996949v1	GCA_029969495.1	GenBank		Complete Genome	53141	53141	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2117_84435	38018	ASM2996950v1	GCA_029969505.1	GenBank		Complete Genome	65045	65045	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2110_61839	38018	ASM2996951v1	GCA_029969515.1	GenBank		Complete Genome	51981	51981	2022-09-04		PRJNA862966	
